2017/12/27 15:24:04 [emerg] 1#1: host not found in upstream "nginx_php_1" in /etc/nginx/conf.d/default.conf:17
2017/12/27 16:35:11 [error] 6#6: *7 FastCGI sent in stderr: "Primary script unknown" while reading response header from upstream, client: 172.17.0.1, server: docker.local, request: "GET /Upload HTTP/1.1", upstream: "fastcgi://172.17.0.2:9000", host: "docker.local"
2017/12/27 16:35:43 [warn] 6#6: *9 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000001, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/27 16:36:04 [warn] 6#6: *13 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000002, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/27 16:36:30 [warn] 6#6: *13 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000003, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/27 16:36:43 [warn] 6#6: *13 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000004, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/27 16:38:29 [warn] 6#6: *1 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000001, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/27 16:39:03 [warn] 6#6: *1 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000002, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/27 16:39:16 [warn] 6#6: *6 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000003, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/27 16:40:03 [warn] 6#6: *6 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000004, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/27 17:24:21 [warn] 8#8: *3 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000001, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/Upload"
2017/12/28 00:05:53 [warn] 7#7: *1 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000001, client: 172.17.0.1, server: docker.local, request: "POST /index.php/welcome/upload_file HTTP/1.1", host: "172.17.0.3", referrer: "http://docker.local/"
2017/12/28 00:06:05 [warn] 7#7: *1 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000002, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/"
2017/12/28 00:07:24 [warn] 7#7: *6 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000003, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/"
2017/12/28 00:12:53 [warn] 7#7: *8 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000004, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:13:07 [warn] 7#7: *10 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000005, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:13:12 [warn] 7#7: *10 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000006, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:18:32 [warn] 7#7: *13 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000007, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:18:38 [warn] 7#7: *13 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000008, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:29:02 [warn] 7#7: *18 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000009, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:30:02 [warn] 7#7: *20 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000010, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:30:13 [warn] 7#7: *22 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000011, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:30:24 [warn] 7#7: *24 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000012, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:30:26 [warn] 7#7: *26 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000013, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:37:16 [warn] 7#7: *41 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000014, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/"
2017/12/28 00:37:29 [warn] 7#7: *41 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000015, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
2017/12/28 00:37:35 [warn] 7#7: *41 a client request body is buffered to a temporary file /var/cache/nginx/client_temp/0000000016, client: 172.17.0.1, server: docker.local, request: "POST /index.php/upload/do_upload HTTP/1.1", host: "172.17.0.3", referrer: "http://172.17.0.3/index.php/upload/do_upload"
